alpha,beta,N,n,h,c,mean_n,std_n,alpha_hat,beta_hat,u_star,u_star_hat,z,u,optimal_cost,actual_cost,intervals_str
4,4,7,5,0.06666666666666667,10,15.08595287739307,6.432971337475475,5,2.7431558725597864,79.94187450432325,69.3435337396924,1.1528381983591403,97.37038109739514,1.1619004395381258,1.8684564905135157,24.014732936279028_7.557427713778349_10.320187895915051_17.383049644263643_16.15436619672927_30.256469874989875_12.152799935127591_7.468046379863506_19.263820675471013_16.17663004806585_8.299736709640422_3.752877474236886
2,1,7,5,0.6666666666666666,10,2.396290243042817,1.6066015434774055,2,1.0771518713135542,9.431722337886821,10.343335661335997,0.9118646679081642,23.984253617629776,9.701687519828635,9.093945304195852,1.2676132215879534_0.9407982390995042_1.9942888608881268_4.96457155055714_2.8141793430813604_4.080942361427571_2.855205172985022_8.428187235158099_3.279524344447732_2.611349618968944_2.3116635315272847_0.41738135311512475
4,2,7,5,0.13333333333333333,20,9.37770673810714,2.9137686766930955,10,0.9053437197793544,36.734431897343704,48.329120863219664,0.7600889741261574,42.87508313468034,0.8187534983115512,20.0,10.455622669557794_12.040314388681672_9.905467446040408_4.386892351327423_10.100236834928403_4.338526054714454_8.773352215059514_5.158136684581166_5.21419454540905_6.26806210569777_4.190888129084323_8.931923400134064
3,6,7,5,0.6666666666666666,20,22.710081530363837,5.658874658291866,16,1.4100725422514522,129.810820925908,149.2725046056417,0.8696231182618064,79.11376876407523,20.0,20.0,20.38675195856724_17.58410339834036_29.105373418309643_28.47935538356654_17.994823493035412_18.66642145845773_7.646532998700887_8.44746919458574_9.449837708297979_11.683883662130285_7.419243562477558_15.800380179425053
3,2,7,5,0.6666666666666666,10,8.201752305775454,3.6605056602706494,5,1.633712064120497,37.965651429779456,53.837515606137586,0.7051895133409777,41.58742110314433,2.4145131155765824,10.0,12.985543015650046_7.002944409053022_11.060593811474238_5.3927579018133684_4.566922390886598_5.52071639205756_4.388843953191322_8.023239482416285_2.1774752963043387_10.394648092094332_2.6576052227223848_8.424892664358111
3,4,6,5,0.06666666666666667,20,11.662853547489322,2.6803126082137485,19,0.6159792411434433,40.16491746009736,54.97702070727211,0.7305764652827854,56.14608876498482,1.0654114203258307,0.07793787051418045,12.568995492652094_7.934787826710199_11.38195126522407_15.350158029998193_11.078375122862052_7.436722358086401_7.7122365325806825_10.721577451583904_10.182103277759843_6.8407405639517975_13.25270858102219
4,1,3,5,0.06666666666666667,20,2.3977194752694126,1.4805625448281536,3,0.9142293215521858,4.333576711609098,2.277163407792423,1.903059172995515,9.912914270022371,0.37195583722755154,0.5090500574819965,1.1505040787643817_3.439631303332197_1.5063352407226207_1.4080114641737382_4.484115289354126_4.653857939782902_2.0773202151375068_3.1817361151019625
3,6,3,5,0.13333333333333333,30,17.647663303851488,8.067699039850124,5,3.6881805073532674,23.254758655270646,29.270301140710437,0.7944830681269245,54.239978114092395,4.131362594509566,3.3292902631175942,8.0585718906058_22.20186321133409_22.90741837990555_25.280209084483687_9.79025395292832_13.22573900259119_15.370821809473114_25.643417302028094
3,6,4,5,0.6666666666666666,25,14.528622238646536,4.699535204944715,10,1.5201462863950295,59.54847521572096,49.65534397459397,1.199235982459185,78.26844093780227,12.479977148054203,19.0753979754722,9.121654914926275_17.920503379363637_20.659294020067566_13.350662479583194_11.590996399292004_24.417165206468557_5.46389689686506_23.998349493550304_24.38902934091834
3,6,3,5,0.13333333333333333,20,20.585156927557083,16.354865349991204,2,12.993907287549927,25.697809256030165,35.31610061574449,0.7276513773599814,50.950085345674005,3.3669701452858454,2.0845312973239354,4.239327159980172_19.30847466951608_11.104681744379974_47.25047999874043_21.022821065168763_4.4587273067478295_33.477674986287134_13.013683052639038
2,2,3,5,0.13333333333333333,25,6.160802127904982,2.9671361741841507,4,1.4290179904132023,2.7702413287489,7.047222884493429,0.3930968800269514,3.623145880031279,0.11372060683765052,25.0,8.357766504122745_2.99075918292591_4.314029638202579_10.115665272928831_5.0257900413448455_1.336737615367711_0.8567124460005751_1.4296958186629933
4,2,6,5,0.13333333333333333,10,7.820490392263275,5.117892128172565,2,3.349255420289625,32.78920852332811,23.092173589316644,1.4199273358354492,72.23181072460284,5.259013626836631,6.551951618038159,13.903514072170935_1.887235502110754_7.4118252971041425_3.927248658078055_11.972628431852486_9.370333687212277_9.459889797232355_6.923463687462411_12.961617683248333_11.434528237160672_22.08197763228679
3,2,3,5,0.13333333333333333,30,8.05727200880483,5.357724630344994,2,3.5626466604623634,6.107708143459583,5.514802887078489,1.107511595341024,13.83004391408825,1.0296447694171558,1.1086988036013015,9.524539686418116_3.6666514318358754_14.112863934855717_1.401222479498223_11.581082511416222_6.923095342847231_3.9081621145456826_2.9987864566953366
2,6,5,5,0.6666666666666666,10,14.301741388089209,11.940072197139033,1,9.968389177532181,78.27187160536964,105.89859790826198,0.7391209435386022,56.930412619443125,10.0,10.0,31.83499662435281_20.453330540376115_9.981977614162307_1.5499442207944887_7.688457940760318_22.766196071175443_5.540043697174889_3.9117930265800034_15.833337296503805_8.87904252800898
2,6,6,5,0.13333333333333333,10,7.084738693647187,6.618629657046954,1,6.183186202255012,47.79100582852942,16.480420797400637,2.8998656294059693,65.31776451944265,2.33690115878843,6.511645829605601,0.2643601580040973_4.231451161037499_2.8986475149664823_15.884968381375407_12.144266252852447_13.522947241750593_8.161398236090623_14.047094930266223_15.432857372233336_7.7215277228675125_6.431939016234361
2,6,5,5,0.13333333333333333,25,16.060479421396508,11.618418592144838,2,8.404957725138647,28.911629331340723,43.90696169290486,0.6584748344363963,58.85919295305123,3.9930084828947336,1.9936308346861826,17.15328722031893_8.315828854385138_3.2209776755907398_33.67913397473181_17.933169381955917_21.803458653550802_8.049432111707684_4.811097507569044_17.017198295998597_7.178006384225098
4,6,3,5,0.06666666666666667,10,29.479787639381037,13.252033121016485,5,5.957179338901275,40.36325574971807,55.309876034933225,0.7297657966946988,78.96360951898914,2.573356917951405,1.576915565603728,30.538432633183525_12.468870748760157_47.9348750591931_34.07009239373019_22.386667362038207_12.432983002285905_30.987839515789624_35.54278700091362
3,4,6,5,0.13333333333333333,20,8.575088292728145,6.567177876593386,2,5.029432209973969,44.597842105071535,32.57191607396173,1.3692115012147976,70.70707988704712,3.4812317042634104,5.084688508411385,4.33078942245503_14.847817627456148_1.8102435026592647_5.550236978258592_16.336353932811686_4.556905101105349_16.355027049605262_23.01350878429833_5.822639162137325_10.415924723268562_10.54307506663229
2,6,4,5,0.13333333333333333,10,15.31032655747716,7.644353878600107,4,3.816779870885891,25.93180895475842,40.72965810782358,0.6366812332700945,62.96361638603236,4.9375743241698595,2.9645277704278374,18.964406168046203_15.138389023913119_2.3772325873277387_17.981835721787647_22.089769286311093_44.44756505235085_2.680309654858902_9.784349252006795_6.051392426815815
2,4,5,5,0.6666666666666666,10,9.526437747729776,8.272155157376769,1,7.183015599301232,39.44982499879764,44.15888865438315,0.8933609110400903,50.20903309174026,7.1728053952950805,4.033429624904741,20.252623118075974_3.5870231691358043_3.599111326515916_16.714980953779104_3.4784501711420845_7.600216108374073_7.769492063568556_3.8835575436299736_8.788638984712652_22.167128391455005
3,1,4,5,0.06666666666666667,20,3.158839041278488,2.3447188614309256,2,1.7404199667371563,4.333576711609098,3.8725041709712706,1.1190631488776899,8.125659408699686,0.25280551313937255,0.2835436825152277,3.773770577912_1.4414342756403076_6.181208103748654_4.15918338303179_0.2385988660596885_1.895660268144039_2.5619326704517023_1.952178884703677_1.7158875854002678
4,1,4,5,0.06666666666666667,25,3.6422626926892683,1.201073459560171,9,0.396066285431683,6.81383477401168,8.157024048787054,0.8353334173416951,24.795718286679442,1.198792234177851,1.109246282526159,3.4566767400494793_5.115913853839466_2.5344203529246814_4.629338600304335_2.47496391632838_7.812786006009567_3.2445139512178227_6.788987059455947_6.949431269996105
3,2,3,5,0.13333333333333333,20,6.18885978295402,1.7682913653837988,12,0.5052391656219448,6.640278122230646,11.335920393441208,0.5857731786889233,12.195935788979186,0.740754355566472,0.11466871940506375,4.580548494038109_7.227126506019809_4.424797662138699_6.129778500150634_8.582047752422847_2.762913202415322_3.483385753075285_5.949636833488579
2,6,6,5,0.06666666666666667,30,6.748862914778576,3.7795442214901285,3,2.116646122848103,32.542019379009304,18.560308123567964,1.753312453778033,68.71426947251827,2.411483339567264,3.3435974232633536,8.512398635571378_2.421682953503934_4.4505017406651275_12.196756490220077_6.162974753932366_6.375688400195906_15.404408555707196_13.848882332186278_14.29325139879901_6.774745003778429_12.017293781851446
4,4,5,5,0.13333333333333333,30,12.063917243777398,2.864732132954904,18,0.6802674477742615,48.50896229365327,46.95528080834729,1.0330885356994772,103.9087682113877,7.386640789031257,7.593798320405387,12.237844559373668_14.898503964860067_13.832929465680694_7.414640304870857_11.935667924101704_9.898412086558228_34.83623427799724_32.745486744046204_13.312954701803156_13.115680400982866
4,4,5,5,0.13333333333333333,30,16.576395356429778,10.814809108155249,2,7.055822060884325,48.50896229365327,33.84130085920916,1.4334248702633021,79.41489959605613,4.120791640320381,6.076479831579595,29.68845135515722_8.62927629645783_26.30027129784601_5.432966579172915_12.831011253514912_21.573186811019514_12.993869281772788_11.107143142802597_18.93716221903749_14.803538141423736
3,2,4,5,0.13333333333333333,25,7.025152201002139,4.3265935553429085,3,2.6646272219503606,10.434020469973007,14.616972250591715,0.7138291221392052,21.750056831534742,1.5088048482082315,0.951077944125737,4.39996990562802_4.345514631301084_5.991264519919403_5.74214271572684_14.646869232435346_2.6738844810531934_3.532668936423564_4.173037109713568_11.370466304344419
4,6,7,5,0.06666666666666667,30,23.335812773972822,15.357077414204612,2,10.106347226478999,110.2032956920311,76.34452884595379,1.4434995848150003,196.3555492536361,5.743483570773666,8.000734693845487,31.110684866480383_24.818649750975418_8.155023734247152_8.510924348170821_44.08378116999033_21.084450920200577_49.670417362407704_25.02767261425999_37.5363558121339_15.72468923417808_26.68728439240895_20.624678918046904
2,6,3,5,0.06666666666666667,25,12.964395460032414,7.315129126616882,3,4.127544111412417,9.315630273747095,13.16570419333942,0.7075679460016964,49.3755588977298,2.670661908265514,2.4139903136260252,13.665052708338127_7.7436114875016475_17.446628742983208_22.09942186246367_3.8672624988754096_7.705395288584454_24.65951034553534_17.010653263610013
3,1,7,5,0.13333333333333333,10,2.9614155977172225,1.831403829866403,3,1.1325799697397276,12.477386978555554,14.365085677132852,0.8685911980614051,18.561720287064187,0.8112444411344844,0.559551281324178,1.800329754331596_2.066821352531623_4.964043048925319_4.892648816878463_1.0832350159191124_2.676935527900602_3.0751572330597208_1.1186457741130826_5.939725098624732_3.546108116506156_1.4260239077868013_0.7791246290730888
2,4,3,5,0.06666666666666667,25,8.472768922102714,5.720540334830748,2,3.8623243503145264,5.5404826574978,5.298498487581469,1.04567032914768,17.95749014995739,0.8278004994973059,0.8439327774917281,18.192814861410792_6.880934531165994_6.254561939861229_3.119790628172496_7.915742649903065_1.081418146249316_5.911136291438251_10.964935712269824
2,6,7,5,0.6666666666666666,20,9.630892895715961,3.6625421223920984,7,1.3928318945653901,79.33101110706411,58.67965822844027,1.351933762092274,66.5708999813107,20.0,5.260827835246957,5.3942235253233575_12.160064799594_11.637386543373779_5.928926282867433_13.033863327421233_11.092035922230924_10.59579669977429_6.930893428813639_4.054416165850821_12.711542837875118_12.622502433862088_8.563712492903818
4,6,4,5,0.6666666666666666,20,26.508843727824637,8.104686759078223,11,2.4778880639683103,93.64711531001215,100.52979832593498,0.9315358915412525,91.5198491938998,20.0,20.0,25.776906900689795_22.325403412308273_20.77748736611899_23.02363589164183_40.640785068364295_24.663275427517764_20.96959113281896_17.884387712830097_28.002594920732985
4,1,3,5,0.6666666666666666,30,5.120849829986013,1.499601437545666,12,0.4391467327006483,5.960550270046737,10.794939554786621,0.5521615234430608,16.76227983632178,7.2011530441833616,3.978226854356773,6.089551563196966_6.861463369254734_5.512234759819009_3.753182937326432_3.387816520332926_10.324310132804984_2.318020544802562_4.119949158714236
4,4,4,5,0.6666666666666666,25,20.12514391799877,6.410634995738144,10,2.0420346416419157,50.811884254649826,69.4787973283231,0.731329358142708,93.44032428620929,28.41896002103964,15.97435130525746,16.309689494556295_14.340105877386248_22.225716525982975_30.349044006418477_17.40116368564986_27.353638365559473_16.413416312367218_25.18545782379659_24.487811784486013
3,2,3,5,0.6666666666666666,25,4.913948214809328,3.0112481607525132,3,1.8452810427077804,9.247848687289785,8.346835022081907,1.1079467442239135,15.005202822037438,3.838236089831768,4.438911866637021,1.2505787419930676_7.762398588103343_7.175146288228626_2.119862282795506_6.261755172926098_4.016084557340868_2.015734204171522_8.973384060525047
2,1,3,5,0.13333333333333333,10,1.5455228569279287,1.2573306674976832,2,1.0228774038143453,1.473998490225529,1.5173811596718918,0.971409510939398,3.822020415758831,0.31306959007110696,0.3072852341449252,2.356520283372077_0.1540872907273501_3.0644762995756265_0.37552030848985707_1.7770101024747325_2.522597522603109_0.21824949792826315_1.0811733952274591
2,4,4,5,0.06666666666666667,20,5.346374509972218,3.394412362187548,2,2.1551118918213463,10.67240087923129,5.016423172096103,2.1274921419302526,42.59240811610372,2.128000482458162,2.505065662933841,5.711457235634739_4.435017773557002_1.2425103071758166_4.715881864460793_10.627005369032743_10.161802886887585_6.161157976281385_12.89407861962668_13.375368633308073
4,2,3,5,0.06666666666666667,25,7.298198019681461,3.714491592851792,4,1.8905280120049206,9.31441521342776,8.727327954577259,1.0672699893834732,20.59216287248671,0.7518498439372634,0.7909889945272968,11.921714989153298_7.802635615220619_1.5590838433811136_8.069736597553847_7.137819053098428_6.372487576237985_8.913130664221615_5.30654463202711
3,4,5,5,0.13333333333333333,10,12.705383345723622,3.1167683428703867,17,0.7645770803435568,39.455022074688614,52.88512480263755,0.746051412791993,56.210616187614896,2.2340792150568376,0.443398851330313,16.13541459878204_8.559010239641433_15.480330698022422_11.47583802840373_11.876323163768477_15.973525984927125_8.980826018886894_12.583820008639423_12.695129289618729_5.977314885542725
3,1,7,5,0.13333333333333333,25,1.6045192903226773,0.9741496645553548,3,0.5914341913349437,11.172108116205198,6.240400506024535,1.7902870345292021,22.79863027413775,1.550202954391007,2.207763969081762,1.1965710959463487_1.3644953361123213_1.9694423782556636_3.049617716224408_0.4424699250746452_2.3832236881436417_3.889409321093053_1.5885237929117046_3.8161389576181426_4.277700019608506_4.545788677863252_2.2978458168994482
2,2,7,5,0.06666666666666667,30,4.679820691051422,2.4061861269275293,4,1.2371695540577894,11.731715133870397,19.43911773540309,0.6035106784967023,39.16750526032003,1.829052675096642,1.3152258349944623,5.1945326787137915_0.504139775038141_6.692976624923212_5.350028586145691_5.657425790436273_5.106932304779494_4.0570825358397_4.147734583441237_8.695299788844647_4.5914426736920495_8.794832988849999_3.7741803848729005
4,1,3,5,0.06666666666666667,10,3.3653550423178835,1.9153834813772275,3,1.0901357611902784,4.825459367665963,3.1984796941742024,1.5086728161680019,10.600072972589562,0.3849742403282399,0.4934395518943573,5.983787752685913_4.8257329415982735_1.98451280127367_1.752136017530374_2.280605698501188_3.34133764734084_4.402039112229179_2.856696213019543
3,4,7,5,0.6666666666666666,30,9.342248121093172,6.20031019295063,2,4.115053035468835,68.5348754078506,42.04063851405787,1.6302053876972729,72.3301179110102,2.530161668773066,20.19298626463489,4.589188004990568_12.15120754575306_18.90867866391464_6.6987738492847315_4.363392541522864_16.047669258284845_3.526350801213198_11.770562098319894_4.870744920740471_10.196477375675457_8.42104618683221_17.497267269944132
2,4,7,5,0.6666666666666666,20,5.436457543431202,2.3144634939669,6,0.9853367237969052,45.64698262337123,33.219671592727266,1.3740949393781683,42.780974724628734,20.0,6.374202087934312,6.127400897384125_8.06055412390563_1.954300305373552_6.50090771586649_4.539124674626215_14.75970274443086_5.453195296703765_3.014810981196393_7.4487979205769745_1.521990418532712_7.1039006261957_3.478576736992322
